"taxon","Binomial","Height.max..m.","Height.actual..m.","P50..MPa.","P12..MPa.","P88..MPa.","Slope","Ks..kg.m.1.MPa.1.s.1.","KL..kg.m.1.MPa.1.s.1.","Huber.value","SLA..cm2.g.1.","Latitude","Longitude","Altitude..m.","MATbest","PPTbest","Genus","Species","ID","animal","Phylo_axis_1","Phylo_axis_2","Phylo_axis_3","Phylo_axis_4","Phylo_axis_5","Phylo_axis_6","Phylo_axis_7","Phylo_axis_8","Phylo_axis_9","Phylo_axis_10","Phylo_axis_11","Phylo_axis_12"
"Agave_deserti","Agave deserti",1,NA,-0.828,-0.377,-1.954,33.74777975,NA,NA,NA,NA,33.9666666666667,-117.316666666667,305,18.1,299,"Agave","deserti",1455,"Agave_deserti",-75.0935717674017,25.4275289592058,5.45562850723517,-23.6423691003817,-0.166422620570022,-2.33849727381407,-12.2290760088542,5.70479688477185,-46.7959364998323,17.9246048496802,-0.305783481891771,-1.72262374904069
"Agave_deserti","Agave deserti",1,NA,-2.476,-0.981,NA,NA,0.003296,0.00019,NA,NA,33.9666666666667,-117.316666666667,305,18.1,299,"Agave","deserti",1456,"Agave_deserti",-75.0935717674017,25.4275289592058,5.45562850723517,-23.6423691003817,-0.166422620570022,-2.33849727381407,-12.2290760088542,5.70479688477185,-46.7959364998323,17.9246048496802,-0.305783481891771,-1.72262374904069
"Agave_tequilana","Agave tequilana",1,NA,-1.74,-0.688,NA,NA,0.003604,NA,NA,NA,33.9666666666667,-117.316666666667,305,18.1,299,"Agave","tequilana",1457,"Agave_tequilana",-75.0935717674016,25.4275289592058,5.45562850723515,-23.6423691003818,-0.166422620570213,-2.33849727381411,-12.2290760088547,5.70479688477184,-46.7959364998322,17.9246048496801,-0.305783481891765,-1.72262374904066
"Aglaia_glabrata","Aglaia glabrata",NA,NA,-0.71,NA,-1.48,49.35064935,NA,NA,NA,NA,4.57,114.683333333333,13,27.3,3000,"Aglaia","glabrata",1398,"Aglaia_glabrata",-89.3360185710088,-24.4161445302711,-12.4742238424152,0.320566394350929,0.00226111503193317,-99.3835740381876,4.2441833014591,-16.1594174478455,11.31818241005,6.83486055627711,-0.635689571607237,-1.49509174194141
"Agonis_flexuosa","Agonis flexuosa",10,NA,-2.36,-0.01,-4.75,15.89958159,NA,NA,NA,NA,-33.5,116.15,20,17.3,875,"Agonis","flexuosa",722,"Agonis_flexuosa",-91.2244706664362,-99.7204002427388,108.337241486376,-1.01291190952512,-0.00261025389933019,25.195209269076,0.305030746462806,-3.33041360082983,3.48882579729266,2.32668706947287,-0.255795024881788,-0.624739166846055
"Albizia_julibrissin","Albizia julibrissin",NA,NA,-0.0448179,NA,NA,NA,1.97614,NA,NA,NA,40.7666666666667,-111.833333333333,1460,9.6,532,"Albizia","julibrissin",1316,"Albizia_julibrissin",-90.7281703019519,-34.9961488891303,-74.1270467743677,2.03337626319346,-0.0567209525203356,52.5570752575242,3.4325615805837,-102.372765965332,-4.07513495721429,2.67786514162165,-6.70472485902684,-0.399221910534922
"Albizia_julibrissin","Albizia julibrissin",NA,NA,-0.0896359,NA,NA,NA,2.11779,NA,NA,NA,40.7666666666667,-111.833333333333,1460,9.6,532,"Albizia","julibrissin",1317,"Albizia_julibrissin",-90.7281703019519,-34.9961488891303,-74.1270467743677,2.03337626319346,-0.0567209525203356,52.5570752575242,3.4325615805837,-102.372765965332,-4.07513495721429,2.67786514162165,-6.70472485902684,-0.399221910534922
"Aleurites_moluccanus","Aleurites moluccana",NA,NA,-2.17,-0.59,-3.74,24.20382166,3.57,0.000427,NA,NA,21.6833333333333,101.416666666667,570,21.7,1560,"Aleurites","moluccanus",1133,"Aleurites_moluccanus",-88.7382709198688,-17.1756607530943,-27.6026250290742,0.656585716746837,-0.0127733125100125,1.33490111121823,-0.67708787777489,24.2076776833193,-20.9645971801312,-62.8362906920999,-6.78339995571572,-1.735543229445
"Allocasuarina_campestris","Allocasuarina campestris",4,NA,-2.96,-0.65,-8.5,6.859205776,1.0983582,0.000367802,0.000334865,16.601,-32.3166666666667,117.866666666667,300,17.1,375,"Allocasuarina","campestris",1254,"Allocasuarina_campestris",-89.3721149659129,-22.9386058503499,-42.520475352655,1.09542710761621,-0.0265406621496367,16.239965263068,0.209464340130326,30.1266632158011,10.5190054662937,10.0346883405667,54.5846698196778,-0.836736223381339
"Allocasuarina_humilis","Casuarina humilis",1,NA,NA,NA,NA,NA,0.703665763,0.000313236,0.000445149,13.556,-32.3166666666667,117.866666666667,300,17.1,375,"Allocasuarina","humilis",740,"Allocasuarina_humilis",-89.3721149659129,-22.9386058503499,-42.520475352655,1.09542710761626,-0.0265406621496502,16.239965263068,0.209464340130269,30.1266632158011,10.5190054662937,10.0346883405668,54.5846698196777,-0.83673622338133
"Allocasuarina_littoralis","Allocasuarina littoralis",12,NA,NA,NA,NA,NA,2.63,0.000554685,0.000185433,41.32561872,NA,NA,181,17,1284,"Allocasuarina","littoralis",1507,"Allocasuarina_littoralis",-89.3723493168255,-22.9397799112173,-42.523046494549,1.09549732026912,-0.0265425429414633,16.2413185213634,0.209484548535185,30.1298759422263,10.5202540007838,10.0359316192957,54.592235897896,-0.836859259028516
"Allocasuarina_luehmannii","Allocasuarina luehmannii",NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,-36.5833333333333,143.883333333333,140,15.03,469.52,"Allocasuarina","luehmannii",1598,"Allocasuarina_luehmannii",-89.3720551210646,-22.9383060414629,-42.519818786121,1.09540917813938,-0.0265401818723529,16.2396196975012,0.20945917976905,30.1258428254997,10.5186866461381,10.0343708629871,54.5827377913229,-0.83670480581459
"Allocasuarina_monilifera","Allocasuarina monilifera",5,NA,NA,NA,NA,NA,1.75,0.000621969,0.00031827,24.22860906,NA,NA,198,11.3,826,"Allocasuarina","monilifera",1525,"Allocasuarina_monilifera",-89.3723493168255,-22.9397799112173,-42.523046494549,1.09549732026912,-0.026542542941498,16.2413185213633,0.209484548535139,30.1298759422263,10.5202540007839,10.0359316192957,54.5922358978961,-0.836859259028499
"Allocasuarina_torulosa","Allocasuarina torulosa",15,NA,NA,NA,NA,NA,2.27,0.000370926,0.00021166,53.0664445,NA,NA,30,24.1,1923,"Allocasuarina","torulosa",1478,"Allocasuarina_torulosa",-89.3720438952553,-22.9382498030851,-42.5196956270151,1.09540581491995,-0.0265400917817286,16.2395548763078,0.209458211789986,30.1256889371192,10.5186268421101,10.0343113108367,54.5823753838913,-0.836698912553297
"Allocasuarina_torulosa","Allocasuarina torulosa",15,NA,NA,NA,NA,NA,4.32,0.001237697,0.000235937,37.81566294,NA,NA,680,21.3,1139,"Allocasuarina","torulosa",1541,"Allocasuarina_torulosa",-89.3720438952553,-22.9382498030851,-42.5196956270151,1.09540581491995,-0.0265400917817286,16.2395548763078,0.209458211789986,30.1256889371192,10.5186268421101,10.0343113108367,54.5823753838913,-0.836698912553297
"Alnus_alnobetula","Alnus crispa",NA,NA,-1.707,-1.001,-2.485,48.84318766,NA,NA,NA,NA,65.1,146,330,-4.1,299,"Alnus","alnobetula",61,"Alnus_alnobetula",-89.42246868559,-23.2050215887816,-43.1102227044943,1.11160018959462,-0.0269773443885545,16.5588407076711,0.214302011461096,30.9053350274867,10.8261467785795,10.3425266588145,56.4931208831332,-0.868106713604757
"Alnus_alnobetula","Alnus crispa",NA,NA,-1.187,-0.855,-1.509,118.0124224,NA,NA,NA,NA,65.1,-146.766666666667,330,-4.1,299,"Alnus","alnobetula",62,"Alnus_alnobetula",-89.42246868559,-23.2050215887816,-43.1102227044943,1.11160018959462,-0.0269773443885545,16.5588407076711,0.214302011461096,30.9053350274867,10.8261467785795,10.3425266588145,56.4931208831332,-0.868106713604757
"Alnus_alnobetula","Alnus viridis",NA,NA,NA,NA,NA,NA,0.336134,0.000117134,0.000353293,NA,53.75,-122.7,620,3.9,611,"Alnus","alnobetula",965,"Alnus_alnobetula",-89.42246868559,-23.2050215887816,-43.1102227044943,1.11160018959462,-0.0269773443885545,16.5588407076711,0.214302011461096,30.9053350274867,10.8261467785795,10.3425266588145,56.4931208831332,-0.868106713604757
"Alnus_alnobetula","Alnus viridis",NA,NA,NA,NA,NA,NA,1.31933,NA,NA,NA,53.75,-122.7,620,3.9,611,"Alnus","alnobetula",966,"Alnus_alnobetula",-89.42246868559,-23.2050215887816,-43.1102227044943,1.11160018959462,-0.0269773443885545,16.5588407076711,0.214302011461096,30.9053350274867,10.8261467785795,10.3425266588145,56.4931208831332,-0.868106713604757
"Alnus_cordata","Alnus cordata",25,16,-1.784,-1.620601307,-1.947398693,232.56,NA,NA,NA,NA,45.717,3.05,800,8.4,786,"Alnus","cordata",299,"Alnus_cordata",-89.4388412410806,-23.2883458276995,-43.2932724380249,1.11660509504563,-0.0271117235269182,16.6559499789439,0.215758961459383,31.1378158034117,10.9168967162337,10.4330708739823,57.0472306828924,-0.87714690023991
"Alnus_cordata","Alnus cordata",NA,NA,-1.4,-0.45,-2.35,40,NA,NA,NA,NA,43.7833333333333,11.6666666666667,40,14.4,900,"Alnus","cordata",779,"Alnus_cordata",-89.4388412410806,-23.2883458276995,-43.2932724380249,1.11660509504563,-0.0271117235269182,16.6559499789439,0.215758961459383,31.1378158034117,10.9168967162337,10.4330708739823,57.0472306828924,-0.87714690023991
"Alnus_glutinosa","Alnus glutinosa",25,18,-1.627539247,-1.224313441,-2.030765054,94.24,NA,NA,NA,NA,45.717,3.05,800,8.4,786,"Alnus","glutinosa",300,"Alnus_glutinosa",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029205,-0.0271185952647796,16.6609147886586,0.21583343270399,31.1496968654726,10.9215335839158,10.4376968168491,57.0755332375675,-0.877608583681813
"Alnus_glutinosa","Alnus glutinosa",25,NA,-1.5,-1.2,-2.2,54.28571429,NA,NA,NA,NA,54.3333333333333,10.1333333333333,10,9,775,"Alnus","glutinosa",380,"Alnus_glutinosa",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029205,-0.0271185952647796,16.6609147886586,0.21583343270399,31.1496968654726,10.9215335839158,10.4376968168491,57.0755332375675,-0.877608583681813
"Alnus_glutinosa","Alnus glutinosa",25,NA,-2.2,-1.5,-3.5,29.23076923,NA,NA,NA,NA,54.3333333333333,10.1333333333333,10,9,775,"Alnus","glutinosa",381,"Alnus_glutinosa",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029205,-0.0271185952647796,16.6609147886586,0.21583343270399,31.1496968654726,10.9215335839158,10.4376968168491,57.0755332375675,-0.877608583681813
"Alnus_glutinosa","Alnus glutinosa",25,NA,-1.2,-0.3,-2.3,34.54545455,NA,NA,NA,NA,54.3333333333333,10.1333333333333,10,9,775,"Alnus","glutinosa",382,"Alnus_glutinosa",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029205,-0.0271185952647796,16.6609147886586,0.21583343270399,31.1496968654726,10.9215335839158,10.4376968168491,57.0755332375675,-0.877608583681813
"Alnus_incana","Alnus incana",NA,NA,-1.703,-1.315,-2.153,84.44444444,NA,NA,NA,NA,40.8,-111.766666666667,1700,7.6,667,"Alnus","incana",63,"Alnus_incana",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029209,-0.0271185952647252,16.6609147886586,0.215833432704075,31.1496968654726,10.9215335839157,10.4376968168491,57.0755332375675,-0.877608583681859
"Alnus_incana","Alnus incana",NA,NA,-1.01,NA,-1.202,197.9166667,NA,NA,NA,NA,40.8,-111.766666666667,1700,7.6,667,"Alnus","incana",64,"Alnus_incana",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029209,-0.0271185952647252,16.6609147886586,0.215833432704075,31.1496968654726,10.9215335839157,10.4376968168491,57.0755332375675,-0.877608583681859
"Alnus_incana","Alnus incana",25,NA,-1.6,NA,NA,NA,NA,NA,NA,NA,40.7833333333333,-111.783333333333,1770,9.6,667,"Alnus","incana",684,"Alnus_incana",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029209,-0.0271185952647252,16.6609147886586,0.215833432704075,31.1496968654726,10.9215335839157,10.4376968168491,57.0755332375675,-0.877608583681859
"Alnus_incana","Alnus incana",25,NA,-0.2,NA,NA,NA,NA,NA,NA,NA,40.7833333333333,-111.783333333333,1770,9.6,667,"Alnus","incana",685,"Alnus_incana",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029209,-0.0271185952647252,16.6609147886586,0.215833432704075,31.1496968654726,10.9215335839157,10.4376968168491,57.0755332375675,-0.877608583681859
"Alnus_incana","Alnus rugosa",NA,NA,NA,NA,NA,NA,NA,0.0001512,NA,NA,46.1666666666667,-123.533333333333,NA,9.7,2311,"Alnus","incana",713,"Alnus_incana",-89.4396794625918,-23.2926082118833,-43.3026347095156,1.11686106029209,-0.0271185952647252,16.6609147886586,0.215833432704075,31.1496968654726,10.9215335839157,10.4376968168491,57.0755332375675,-0.877608583681859
"Alnus_rhombifolia","Alnus rhombifolia",35,NA,-1.251364351,-0.44317453,-2.486192069,30.77352366,7.48,NA,NA,NA,46.3197222222222,-117.977777777778,506,10.3,496,"Alnus","rhombifolia",906,"Alnus_rhombifolia",-89.4342226509634,-23.2648346777448,-43.2416197894162,1.11519279305523,-0.0270738026086508,16.6285445958223,0.215347764796025,31.0721990113957,10.8912812900532,10.4075128216699,56.890809258119,-0.874594804703719
"Alnus_rubra","Alnus rubra",NA,NA,-2.54,-1.34,-3.8,30.15873016,NA,0.0001422,NA,NA,46.1666666666667,-123.533333333333,NA,9.7,2311,"Alnus","rubra",712,"Alnus_rubra",-89.4342226509634,-23.2648346777448,-43.2416197894161,1.11519279305522,-0.0270738026086657,16.6285445958223,0.215347764795919,31.0721990113957,10.8912812900532,10.4075128216699,56.890809258119,-0.874594804703703
"Alphitonia_excelsa","Alphitonia excelsa",25,5,-5.56,-2.1,-9.05,10.88825215,4.89,0.001003,0.000216,94.4,-19.1833333333333,145.75,60,18.5,1132,"Alphitonia","excelsa",92,"Alphitonia_excelsa",-89.8302262531517,-26.0620749220559,-49.934657454088,1.30501580089408,-0.0325635256137827,21.3026799280564,0.304027819803532,49.516152446196,23.4362194042802,30.5596046242528,-39.7182586618297,-0.260579700587337
"Alphitonia_excelsa","Alphitonia excelsa",25,NA,NA,NA,NA,NA,5.68,0.000816076,0.0001782,124.0340846,NA,NA,30,24.1,1923,"Alphitonia","excelsa",1479,"Alphitonia_excelsa",-89.8302262531517,-26.0620749220559,-49.934657454088,1.30501580089408,-0.0325635256137827,21.3026799280564,0.304027819803532,49.516152446196,23.4362194042802,30.5596046242528,-39.7182586618297,-0.260579700587337
"Alphitonia_excelsa","Alphitonia excelsa",8,NA,NA,NA,NA,NA,2.82,NA,NA,75.71140906,NA,NA,80,26.9,634,"Alphitonia","excelsa",1492,"Alphitonia_excelsa",-89.8302262531517,-26.0620749220559,-49.934657454088,1.30501580089408,-0.0325635256137827,21.3026799280564,0.304027819803532,49.516152446196,23.4362194042802,30.5596046242528,-39.7182586618297,-0.260579700587337
"Amborella_trichopoda","Amborella trichopoda",NA,NA,-3,-2.21,-4.07,35.51401869,NA,NA,NA,NA,-21.35,165.46,650,20.9,1500,"Amborella","trichopoda",791,"Amborella_trichopoda",-71.6195728314779,24.230399432884,5.15882824424853,-22.29087309105,-0.306784139449089,-2.17669378103257,-12.8453383428271,5.06727680895692,-41.4480208639789,15.8251975003356,-0.268096836341457,-1.5176867877045
"Amborella_trichopoda","Amborella trichopoda",6.5,NA,NA,NA,NA,NA,0.54,0.00013,0.000235,NA,-22.5833333333333,165.916666666667,850,18.3,2500,"Amborella","trichopoda",1383,"Amborella_trichopoda",-71.6195728314779,24.230399432884,5.15882824424853,-22.29087309105,-0.306784139449089,-2.17669378103257,-12.8453383428271,5.06727680895692,-41.4480208639789,15.8251975003356,-0.268096836341457,-1.5176867877045
"Ambrosia_dumosa","Ambrosia dumosa",NA,0.38,-0.721671225,-0.159740753,-1.956524531,30.772886,0.65,NA,NA,NA,35.2,-117.6,850,17.2,138,"Ambrosia","dumosa",528,"Ambrosia_dumosa",-88.22617001362,76.5973744899973,31.0601221043766,60.9085431116506,-0.165939085848637,10.6002678871869,5.20900341175671,-6.43050336329934,20.0965426049348,-2.51682809647982,-0.484814059733279,-54.9929511205404
"Ambrosia_dumosa","Ambrosia dumosa",NA,0.38,NA,NA,NA,NA,NA,1.933908121,NA,116.9,35.2,-117.6,850,17.2,230,"Ambrosia","dumosa",601,"Ambrosia_dumosa",-88.22617001362,76.5973744899973,31.0601221043766,60.9085431116506,-0.165939085848637,10.6002678871869,5.20900341175671,-6.43050336329934,20.0965426049348,-2.51682809647982,-0.484814059733279,-54.9929511205404
"Ambrosia_dumosa","Ambrosia dumosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.012726,-110.629098,1036,18.3,310,"Ambrosia","dumosa",1142,"Ambrosia_dumosa",-88.22617001362,76.5973744899973,31.0601221043766,60.9085431116506,-0.165939085848637,10.6002678871869,5.20900341175671,-6.43050336329934,20.0965426049348,-2.51682809647982,-0.484814059733279,-54.9929511205404
"Ambrosia_dumosa","Ambrosia dumosa",0.9,0.4,-4.239666667,-1.463405406,-7.015927927,13.68747262,NA,NA,NA,144.5,37.2666666666667,-115,NA,12,243,"Ambrosia","dumosa",1428,"Ambrosia_dumosa",-88.22617001362,76.5973744899973,31.0601221043766,60.9085431116506,-0.165939085848637,10.6002678871869,5.20900341175671,-6.43050336329934,20.0965426049348,-2.51682809647982,-0.484814059733279,-54.9929511205404
"Ambrosia_dumosa","Ambrosia dumosa",0.9,0.4,-2.549666667,-0.726766242,-4.372567092,20.84590001,NA,NA,NA,144.5,37.2666666666667,-115,NA,12,243,"Ambrosia","dumosa",1429,"Ambrosia_dumosa",-88.22617001362,76.5973744899973,31.0601221043766,60.9085431116506,-0.165939085848637,10.6002678871869,5.20900341175671,-6.43050336329934,20.0965426049348,-2.51682809647982,-0.484814059733279,-54.9929511205404
"Ambrosia_dumosa","Ambrosia dumosa",0.9,0.4,-0.806,NA,-2.887954195,18.25208263,NA,NA,NA,144.5,37.2666666666667,-115,NA,12,243,"Ambrosia","dumosa",1430,"Ambrosia_dumosa",-88.22617001362,76.5973744899973,31.0601221043766,60.9085431116506,-0.165939085848637,10.6002678871869,5.20900341175671,-6.43050336329934,20.0965426049348,-2.51682809647982,-0.484814059733279,-54.9929511205404
"Ambrosia_salsola","Hymenoclea salsola",NA,0.75,-1.695891285,-0.263559613,-5.809344593,9.23798015,1.6,NA,NA,NA,35.2,-117.6,850,17.2,138,"Ambrosia","salsola",539,"Ambrosia_salsola",-88.226170013619,76.5973744899951,31.0601221043687,60.9085431116492,-0.165939085848036,10.6002678871914,5.20900341176191,-6.43050336330078,20.0965426049297,-2.51682809648178,-0.484814059732754,-54.992951120523
"Ambrosia_salsola","Hymenoclea salsola",NA,0.75,NA,NA,NA,NA,NA,2.903076716,NA,107.5,35.2,-117.6,850,17.2,230,"Ambrosia","salsola",615,"Ambrosia_salsola",-88.226170013619,76.5973744899951,31.0601221043687,60.9085431116492,-0.165939085848036,10.6002678871914,5.20900341176191,-6.43050336330078,20.0965426049297,-2.51682809648178,-0.484814059732754,-54.992951120523
"Ambrosia_salsola","Hymenoclea salsola",2.5,0.8,-3.128,-0.639536014,-5.616463986,15.27046412,NA,NA,NA,105.5,37.2666666666667,-115,NA,12,243,"Ambrosia","salsola",1425,"Ambrosia_salsola",-88.226170013619,76.5973744899951,31.0601221043687,60.9085431116492,-0.165939085848036,10.6002678871914,5.20900341176191,-6.43050336330078,20.0965426049297,-2.51682809648178,-0.484814059732754,-54.992951120523
"Ambrosia_salsola","Hymenoclea salsola",2.5,0.8,-2.639333333,-0.861964765,-4.416701901,21.37992124,NA,NA,NA,105.5,37.2666666666667,-115,NA,12,243,"Ambrosia","salsola",1426,"Ambrosia_salsola",-88.226170013619,76.5973744899951,31.0601221043687,60.9085431116492,-0.165939085848036,10.6002678871914,5.20900341176191,-6.43050336330078,20.0965426049297,-2.51682809648178,-0.484814059732754,-54.992951120523
"Ambrosia_salsola","Hymenoclea salsola",2.5,0.8,-0.866,-0.417456514,-1.314543486,84.71865313,NA,NA,NA,105.5,37.2666666666667,-115,NA,12,243,"Ambrosia","salsola",1427,"Ambrosia_salsola",-88.226170013619,76.5973744899951,31.0601221043687,60.9085431116492,-0.165939085848036,10.6002678871914,5.20900341176191,-6.43050336330078,20.0965426049297,-2.51682809648178,-0.484814059732754,-54.992951120523
"Amelanchier_alnifolia","Amelanchier alnifolia",NA,NA,-4.37,NA,NA,NA,6.57,NA,NA,NA,40.25,-111.616666666667,2000,6.6,683,"Amelanchier","alnifolia",462,"Amelanchier_alnifolia",-90.2999782624283,-29.5741479778629,-58.4072697225046,1.54592625980448,-0.0395545382427948,27.2502025620506,0.414704579314968,71.600724603699,36.7908689056064,49.9792870680355,-74.7320567818625,-0.543205352047768
"Amelanchier_alnifolia","Amelanchier alnifolia",NA,NA,NA,NA,NA,NA,1.41176,0.000376324,0.000263473,NA,53.75,-122.7,620,3.9,611,"Amelanchier","alnifolia",967,"Amelanchier_alnifolia",-90.2999782624283,-29.5741479778629,-58.4072697225046,1.54592625980448,-0.0395545382427948,27.2502025620506,0.414704579314968,71.600724603699,36.7908689056064,49.9792870680355,-74.7320567818625,-0.543205352047768
"Amelanchier_alnifolia","Amelanchier alnifolia",NA,NA,NA,NA,NA,NA,1.53782,NA,NA,NA,53.75,-122.7,620,3.9,611,"Amelanchier","alnifolia",968,"Amelanchier_alnifolia",-90.2999782624283,-29.5741479778629,-58.4072697225046,1.54592625980448,-0.0395545382427948,27.2502025620506,0.414704579314968,71.600724603699,36.7908689056064,49.9792870680355,-74.7320567818625,-0.543205352047768
"Amelanchier_ovalis","Amelanchier ovalis",3,2,-6.873333333,-5.723908046,-8.022758621,33.06,NA,NA,NA,NA,45.717,3.05,800,8.4,786,"Amelanchier","ovalis",301,"Amelanchier_ovalis",-90.2998962100224,-29.5736234762046,-58.4060459505115,1.54589192581642,-0.0395535670064559,27.2494157738965,0.414690716684315,71.5980790343456,36.7893559089351,49.9771415916838,-74.728467829924,-0.543177678672529
"Amelanchier_utahensis","Amelanchier utahensis",NA,NA,-6.55,NA,NA,NA,6.93,NA,NA,NA,40.25,-111.616666666667,2000,6.6,683,"Amelanchier","utahensis",463,"Amelanchier_utahensis",-90.2999782624284,-29.5741479778629,-58.4072697225046,1.54592625980445,-0.0395545382427817,27.2502025620506,0.414704579314941,71.600724603699,36.7908689056063,49.9792870680356,-74.7320567818625,-0.54320535204772
"Amyxa_pluricornis","Amyxa pluricornis",NA,NA,-0.63,NA,-1.5,43.67816092,NA,NA,NA,NA,4.66,114.866666666667,48,27.1,3000,"Amyxa","pluricornis",1399,"Amyxa_pluricornis",-89.2135942586433,-23.5582003443518,-11.9197138483409,0.305023087760934,0.00213282341095835,-91.9373388119303,3.81912093708416,-14.1219185732512,9.41089801745862,5.51748425844324,-0.447543438040137,-0.89875210460555
"Anacardium_excelsum","Anacardium excelsum",NA,38,-1.56,NA,NA,NA,NA,NA,NA,NA,9.16666666666667,79.85,50,26.9,1800,"Anacardium","excelsum",769,"Anacardium_excelsum",-89.6466840015237,-26.2669037570781,-13.6168161978355,0.351970718571509,0.00251019609147266,-112.675027327372,4.92464853904552,-19.1038710811937,13.6929199178111,8.35449244170207,-0.800886544111464,-1.9180997636766
"Anacardium_excelsum","Anacardium excelsum excelsum",42,33,-1.45,-1,-2.8,28.14814815,1.1,0.0051,NA,NA,9.16666666666667,79.85,50,26.9,1800,"Anacardium","excelsum",1596,"Anacardium_excelsum",-89.6466840015237,-26.2669037570781,-13.6168161978355,0.351970718571509,0.00251019609147266,-112.675027327372,4.92464853904552,-19.1038710811937,13.6929199178111,8.35449244170207,-0.800886544111464,-1.9180997636766
"Angophora_costata","Angophora costata",30,NA,NA,NA,NA,NA,1.76,0.000181494,0.00015047,55.82553502,NA,NA,314,16.6,812,"Angophora","costata",1574,"Angophora_costata",-91.2383123787686,-100.018366658108,108.720335024282,-1.01671110753119,-0.00262109166486652,25.3185023287395,0.306763131420469,-3.35136032482717,3.51330349413573,2.34374348056832,-0.257898638169975,-0.630197968963903
"Annona_glabra","Annona glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,102.7,9.16666666666667,-79.85,0,26.3,2600,"Annona","glabra",756,"Annona_glabra",-75.1308231948153,26.8865532110839,5.84767899384267,-25.4880229625466,-0.18891509089901,-2.61484130974284,-14.2229516039225,6.8140685108072,-59.1392386139193,23.4196021124049,-0.469469462494637,-3.28540763904599
"Annona_glabra","Annona glabra",NA,NA,-3.3,-0.01,-5.4,18.0952381,9.1,0.0018,0.00035,102.7,9.16666666666667,-79.85,0,26.3,2600,"Annona","glabra",757,"Annona_glabra",-75.1308231948153,26.8865532110839,5.84767899384267,-25.4880229625466,-0.18891509089901,-2.61484130974284,-14.2229516039225,6.8140685108072,-59.1392386139193,23.4196021124049,-0.469469462494637,-3.28540763904599
"Anthyllis_cytisoides","Anthyllis cytisoides",NA,1.5,-1.79,-1.482526209,-2.097473791,123.5877695,0.0724,0.0000319,0.000499778,NA,37.0166666666667,-2.41666666666667,300,17.9,242,"Anthyllis","cytisoides",511,"Anthyllis_cytisoides",-90.369250979916,-32.1419453672845,-66.9063552178766,1.82251793838454,-0.0501652199839051,45.305464600093,2.87524739940906,-83.7640369072505,-3.23784922881492,2.09964853622634,-5.05337737672602,-0.293727393174175
"Aotus_ericoides","Aotus ericoides",1.1,NA,NA,NA,NA,NA,0.35,0.000201034,0.000735434,66.14465684,NA,NA,423,10,573,"Aotus","ericoides",1461,"Aotus_ericoides",-90.3685259831786,-32.1361817630834,-66.8918338477346,1.82209479162914,-0.0501520866130034,45.2911089769992,2.87415858814908,-83.7281012553001,-3.23625885666758,2.09855901873506,-5.0503442857838,-0.293536829251185
"Aotus_ericoides","Aotus ericoides",1.7,NA,NA,NA,NA,NA,1.3,0.000443033,0.000344936,71.6057187,NA,NA,198,11.3,826,"Aotus","ericoides",1526,"Aotus_ericoides",-90.3685259831786,-32.1361817630834,-66.8918338477346,1.82209479162914,-0.0501520866130034,45.2911089769992,2.87415858814908,-83.7281012553001,-3.23625885666758,2.09855901873506,-5.0503442857838,-0.293536829251185
"Araucaria_columnaris","Araucaria columnaris",48.8,NA,-3.3,NA,NA,NA,NA,NA,NA,NA,-22.0833333333333,166.446666666667,120,19.9,1072,"Araucaria","columnaris",874,"Araucaria_columnaris",519.302237672232,-1.53201690915691,-0.354239716023958,1.79068034491037,51.3913474177261,0.0498564792691165,3.40576808527051,0.0860578766893884,-0.0741900991516521,-0.00133716547957823,0.000483050935766036,0.00249053540598891
"Araucaria_hunsteinii","Araucaria hunsteinii",80,30,-4.07,-3.222542373,-4.917457627,44.84,NA,NA,NA,NA,5.1806,-52.68,30,26.6,2654,"Araucaria","hunsteinii",218,"Araucaria_hunsteinii",519.296324634468,-1.5316763732591,-0.35414668871087,1.79018187495748,51.3755307518995,0.049838435552674,3.40434096917395,0.086018015882598,-0.0741518504279744,-0.0013364458643477,0.000482760092617231,0.00248894462866142
"Araucaria_laubenfelsii","Araucaria laubenfelsii",68.8,NA,-2.4,NA,NA,NA,0.273,NA,NA,NA,-22.0833333333333,166.446666666667,120,19.9,1072,"Araucaria","laubenfelsii",875,"Araucaria_laubenfelsii",519.302237672232,-1.53201690915691,-0.354239716024002,1.79068034491039,51.3913474177259,0.0498564792690632,3.40576808527099,0.0860578766894891,-0.0741900991516376,-0.00133716547954785,0.000483050935684129,0.00249053540599101
