"taxon","Binomial","Height.max..m.","Height.actual..m.","P50..MPa.","P12..MPa.","P88..MPa.","Slope","Ks..kg.m.1.MPa.1.s.1.","KL..kg.m.1.MPa.1.s.1.","Huber.value","SLA..cm2.g.1.","Latitude","Longitude","Altitude..m.","MATbest","PPTbest","Genus","Species","ID","animal","Phylo_axis_1","Phylo_axis_2","Phylo_axis_3","Phylo_axis_4","Phylo_axis_5","Phylo_axis_6","Phylo_axis_7","Phylo_axis_8","Phylo_axis_9","Phylo_axis_10","Phylo_axis_11","Phylo_axis_12"
"Abies_concolor","Abies concolor",NA,NA,-3.36134,NA,NA,NA,0.91954,NA,NA,NA,40.7666666666667,-111.833333333333,1460,9.6,532,"Abies","concolor",1312,"Abies_concolor",521.160240400085,-1.15166786734797,-0.0884620028009927,-0.364156293862605,-138.815801267922,0.433921790923802,21.0737305698012,0.677279157842634,-1.67196441130233,0.435343795416705,-0.00272665256457542,-0.00807196592901762
"Abies_concolor","Abies concolor",NA,NA,-3.7423,NA,NA,NA,0.834197,NA,NA,NA,40.7666666666667,-111.833333333333,1460,9.6,532,"Abies","concolor",1313,"Abies_concolor",521.160240400085,-1.15166786734797,-0.0884620028009927,-0.364156293862605,-138.815801267922,0.433921790923802,21.0737305698012,0.677279157842634,-1.67196441130233,0.435343795416705,-0.00272665256457542,-0.00807196592901762
"Abies_grandis","Abies grandis",50,35,-3.65,-3.233333333,-4.066666667,91.2,NA,NA,NA,NA,46.63333333,-114.5833333,1200,5.9,464,"Abies","grandis",215,"Abies_grandis",521.160240400085,-1.15166786734797,-0.0884620028009896,-0.364156293862602,-138.815801267922,0.433921790923862,21.0737305698013,0.677279157842597,-1.67196441130242,0.435343795416774,-0.00272665256450874,-0.00807196592902944
"Abies_grandis","Abies grandis",60,NA,-3.652333333,-3.235855456,-4.068811211,91.24134096,NA,NA,NA,NA,46.6333333333333,-114.583333333333,1200,5.9,464,"Abies","grandis",1353,"Abies_grandis",521.160240400085,-1.15166786734797,-0.0884620028009896,-0.364156293862602,-138.815801267922,0.433921790923862,21.0737305698013,0.677279157842597,-1.67196441130242,0.435343795416774,-0.00272665256450874,-0.00807196592902944
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,-3.178,-2.501,-3.724,69.5970696,NA,NA,NA,NA,40.6038388888889,-111.582141666667,2825,1.8,956,"Abies","lasiocarpa",34,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,-3.048,-2.156,-3.465,91.12709832,NA,NA,NA,NA,40.6038388888889,-111.582141666667,2825,1.8,956,"Abies","lasiocarpa",35,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,-3.1,NA,NA,NA,NA,NA,NA,NA,40.6,-111.566666666667,2825,1.8,956,"Abies","lasiocarpa",36,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",30,20,-3.62,-3.076521739,-4.163478261,69.92,NA,NA,NA,NA,46.63333333,-114.5833333,1200,5.9,464,"Abies","lasiocarpa",216,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",40,NA,-3.3,NA,NA,NA,NA,NA,NA,NA,40.7333333333333,110,NA,0.8,680,"Abies","lasiocarpa",396,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,-3.33808,-0.597865,-7.12456,10.03570599,0.32,0.0000708,0.000202,NA,46.9166666666667,-114.083333333333,2400,-1.5,357,"Abies","lasiocarpa",450,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,-2.9,-0.01,-3.7,47.5,NA,NA,NA,NA,40.6,-111.583333333333,2825,1.9,952,"Abies","lasiocarpa",707,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",52,NA,-3.14,NA,NA,NA,4.28,NA,NA,NA,40.6038388888889,-111.582141666667,2825,1.8,956,"Abies","lasiocarpa",869,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",52,NA,-4.7,NA,NA,NA,0.56,NA,NA,NA,40.6038388888889,-111.582141666667,2825,1.8,956,"Abies","lasiocarpa",870,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,NA,NA,NA,NA,0.134454,0.0000548,0.000467066,NA,53.75,-122.7,620,3.9,611,"Abies","lasiocarpa",963,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,NA,NA,NA,NA,0.134454,NA,NA,NA,53.75,-122.7,620,3.9,611,"Abies","lasiocarpa",964,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,-3.64,-3.38,NA,NA,NA,NA,NA,NA,40.759177,-111.849688,1463,9.6,511,"Abies","lasiocarpa",1156,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_lasiocarpa","Abies lasiocarpa",NA,NA,-3.62125,-3.077835254,-4.164664746,69.92817237,NA,NA,NA,NA,46.63333333,-114.5833333,1200,5.9,464,"Abies","lasiocarpa",1262,"Abies_lasiocarpa",521.160816825064,-1.15169272992716,-0.088464259001801,-0.364166138777421,-138.819950411989,0.433937041798294,21.0745880970111,0.6773096208342,-1.67204811259269,0.435366545081197,-0.00272681197048077,-0.00807246653316382
"Abies_nordmanniana","Abies bornmuelleriana",40,15,-4,-3.1,-5,38,0.6,NA,NA,NA,48.75145,6.337966667,263,9.4,766,"Abies","nordmanniana",207,"Abies_nordmanniana",521.161181026768,-1.15170843868326,-0.0884656845200626,-0.364172359010489,-138.822571929144,0.433946677603731,21.0751298985397,0.677328867882296,-1.672100996416,0.435380918672622,-0.00272691268487168,-0.00807278282162494
