Genus,Species,Binomial,Height.max..m.,Height.actual..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,References
Acer,rubrum,Acer rubrum,NA,NA,-1.97,NA,-4.5,15.01976285,0.55,0.00012,0.000205887,142.9803337,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Acer,rubrum,Acer rubrum,NA,NA,-1.69,-0.9,-2.1,92.68292683,0.9,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Cercis,canadensis,Cercis canadensis,NA,NA,-2.52,-0.4,-6.5,9.547738693,0.25,0.000038,0.000147186,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Cercis,canadensis,Cercis canadensis,NA,NA,-0.9,-0.4,-1.8,42.22222222,3.23,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Cornus,florida,Cornus florida,NA,NA,-5.84,-3.7,-7.9,18.44660194,0.15,0.000022,0.000132345,249.9192635,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Cornus,florida,Cornus florida,NA,NA,-2.19,-1.3,-3,46.91358025,1.62,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Juniperus,virginiana,Juniperus virginiana,NA,NA,-7.12,-4.6,-9.6,15.32258065,0.25,0.000138,0.000549564,51.31342895,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Juniperus,virginiana,Juniperus virginiana,NA,NA,-4.54,-2.1,-7.2,14.28571429,1.69,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Liquidambar,styraciflua,Liquidambar styraciflua,NA,NA,-3.12,-1.6,-5.3,17.43119266,0.7,0.000145,0.000194936,163.6606849,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Liquidambar,styraciflua,Liquidambar styraciflua,NA,NA,-1.45,-0.5,-2.6,33.04347826,2.07,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Nyssa,sylvatica,Nyssa sylvatica,NA,NA,-1.82,-1.3,-2.2,100,0.18,0.000029,0.000155415,191.5658051,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Nyssa,sylvatica,Nyssa sylvatica,NA,NA,-1.7,-1,-2.2,76,2.14,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Oxydendrum,arboreum,Oxydendrum arboreum,NA,NA,-4.54,-3.3,-5.7,32.75862069,0.32,0.000056,0.000171278,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Oxydendrum,arboreum,Oxydendrum arboreum,NA,NA,-1.95,-0.8,-3.1,33.04347826,1.48,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Pinus,echinata,Pinus echinata,NA,NA,-3.21,-2,-4.9,22.4852071,0.26,0.000212,0.000768893,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Pinus,taeda,Pinus taeda,NA,NA,-3.13,-2.3,-4.9,21.46892655,0.32,0.000099,0.000284508,81.35220889,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Pinus,taeda,Pinus taeda,NA,NA,-1.74,-1,-3.1,27.94117647,3.82,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Pinus,echinata,Pinus echinata,NA,NA,-1.47,-0.5,-2.6,33.62831858,0.91,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,alba,Quercus alba,NA,NA,-1.37,NA,-2.6,30.89430894,1.37,0.000202,0.000145379,170.9939717,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,alba,Quercus alba,NA,NA,-1.16,NA,-2.4,30.64516129,15.4,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,falcata,Quercus falcata,NA,NA,-0.92,-0.1,-1.8,43.18181818,1.49,0.000278,0.000205682,120.1887753,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,falcata,Quercus falcata,NA,NA,-0.81,-0.2,-1.2,97.43589744,4.82,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,laevis,Quercus laevis,NA,NA,-1.89,-0.2,-3.5,23.60248447,0.49,0.000084,0.000179619,NA,35.1713888888889,-79.3822222222222,66,15.6,1190,Maherali et al. 2006
Quercus,nigra,Quercus nigra,NA,NA,-1.31,-0.2,-2.7,27.3381295,1.19,0.000256,0.000197983,132.4646343,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,nigra,Quercus nigra,NA,NA,-0.86,-0.2,-1.5,59.375,2.66,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,phellos,Quercus phellos,NA,NA,-1.42,-0.2,-2.3,43.18181818,1.35,0.000244,0.000180636,158.6704355,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,phellos,Quercus phellos,NA,NA,-1.24,-0.2,-2.3,35.8490566,11.1,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,rubra,Quercus rubra,NA,NA,-1.61,-0.1,-3.1,25.5033557,1.33,0.000226,0.000174665,174.3083987,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,rubra,Quercus rubra,NA,NA,-1.15,-0.1,-2.1,40,2.42,NA,NA,NA,36.0166666666667,-78.9833333333333,150,15,1220,Maherali et al. 2006
Quercus,stellata,Quercus stellata,NA,NA,-1.44,-0.7,-2.2,50,0.81,0.000183,0.000219455,95.64845601,35.1713888888889,-79.3822222222222,66,15.6,1190,Maherali et al. 2006
Erythroxylum,suberosum,Erythroxylum suberosum,NA,1.75,NA,NA,NA,NA,0.41,0.000578,0.00146,39.1,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2004
Kielmeyera,coriacea,Kielmeyera coriacea,NA,2.25,NA,NA,NA,NA,0.93,0.001841,0.0058,73.8,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2004
Blepharocalyx,salicifolius,Blepharocalyx salicifolius,NA,3.65,-1.72,-0.21,-4.08,16.10169492,2.28,0.000776,0.000340351,117,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Blepharocalyx,salicifolius,Blepharocalyx salicifolius,NA,3.65,-2.17,NA,-4.06,20.10582011,4.73,0.00067,0.000141649,158,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Blepharocalyx,salicifolius,Blepharocalyx salicifolius,NA,3.65,-2.3,-0.23,-4.42,17.9245283,5.37,0.000682,0.000127002,152,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Blepharocalyx,salicifolius,Blepharocalyx salicifolius,NA,3.65,-1.93,NA,-4.5,14.78599222,2.05,0.000757,0.000369268,102,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Caryocar,brasiliense,Caryocar brasiliense,NA,3.35,-1.48,-0.46,-4.02,14.96062992,2.67,0.001078,0.000403745,145,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Caryocar,brasiliense,Caryocar brasiliense,NA,3.35,-1.97,NA,-3.74,21.46892655,3.88,0.000877,0.000226031,174,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Caryocar,brasiliense,Caryocar brasiliense,NA,3.35,-2.03,-0.44,-2.75,52.77777778,3.5,0.000756,0.000216,149,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Caryocar,brasiliense,Caryocar brasiliense,NA,3.35,-1.62,-0.29,-4.06,15.57377049,2.78,0.001187,0.000426978,108,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Ouratea,hexasperma,Ouratea hexasperma,NA,2.05,-1.48,-0.3,-4.6,12.17948718,0.96,0.000824,0.000858333,76.4,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Ouratea,hexasperma,Ouratea hexasperma,NA,2.05,-2.03,NA,-5.2,11.9873817,1.69,0.000629,0.000372189,81,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Ouratea,hexasperma,Ouratea hexasperma,NA,2.05,-1.87,-0.77,-5.59,10.21505376,1.62,0.000674,0.000416049,105,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Ouratea,hexasperma,Ouratea hexasperma,NA,2.05,-1.48,NA,-4.47,12.7090301,1.11,0.000987,0.000889189,75,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Qualea,parviflora,Qualea parviflora,NA,3.7,-1.65,NA,-5.1,11.01449275,0.94,0.00058,0.000617021,60,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Qualea,parviflora,Qualea parviflora,NA,3.7,-2.5,NA,-5.47,12.79461279,1.7,0.000364,0.000214118,79,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Qualea,parviflora,Qualea parviflora,NA,3.7,-2.23,NA,-5.02,13.62007168,1.26,0.000575,0.000456349,79,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Qualea,parviflora,Qualea parviflora,NA,3.7,-1.72,NA,-5.38,10.38251366,1.15,0.000857,0.000745217,57,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Schefflera,macrocarpa,Schefflera macrocarpa,NA,3.55,-1.72,-0.27,-3.95,17.04035874,2.14,0.000666,0.000311215,37.6,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Schefflera,macrocarpa,Schefflera macrocarpa,NA,3.55,-2.43,NA,-3.95,25,2.67,0.000389,0.000145693,54,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Schefflera,macrocarpa,Schefflera macrocarpa,NA,3.55,-2.17,-0.31,-3.95,21.34831461,3.23,0.00055,0.000170279,58,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Schefflera,macrocarpa,Schefflera macrocarpa,NA,3.55,-1.77,-0.25,-4.44,14.23220974,0.96,0.000712,0.000741667,29,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2006
Erythroxylum,suberosum,Erythroxylum suberosum,NA,1.75,NA,NA,NA,NA,NA,0.000578,0.00155,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2008
Kielmeyera,coriacea,Kielmeyera coriacea,NA,2.25,-1.91,NA,NA,NA,NA,0.00184,0.005,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2008
Styrax,ferrugineus,Styrax ferrugineus,NA,7.1,-3.35,NA,NA,NA,NA,0.0012,0.0045,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Bucci et al. 2008
Adesmia,boronioides,Adesmia boronioides,NA,0.9,NA,NA,NA,NA,0.33,0.00042,0.00125,42.43,-46.5166666666667,-71.05,410,9,188,Bucci et al. 2009
Berberis,heterophylla,Berberis heterophylla,NA,1.7,NA,NA,NA,NA,0.067,0.000089,0.001754,30.12,-46.5166666666667,-71.05,410,9,188,Bucci et al. 2009
Colliguaja,integerrima,Colliguaja integerrima,NA,1.05,NA,NA,NA,NA,0.43,0.000402,0.00091,36.8,-46.5166666666667,-71.05,410,9,188,Bucci et al. 2009
Lycium,chilense,Lycium chilense,NA,0.88,NA,NA,NA,NA,0.266,0.00026,0.00155,45,-46.5166666666667,-71.05,410,9,188,Bucci et al. 2009
Mulinum,spinosum,Mulinum spinosum,NA,0.4,NA,NA,NA,NA,0.51,0.00143,0.0123,57,-46.5166666666667,-71.05,410,9,188,Bucci et al. 2009
Schinus,johnstonii,Schinus johnstonii,NA,2.1,NA,NA,NA,NA,0.185,0.0003,0.002,28.55,-46.5166666666667,-71.05,410,9,188,Bucci et al. 2009
Senecio,filaginoides,Senecio filaginoides,NA,0.55,NA,NA,NA,NA,0.38,0.001093,0.0013,45,-46.5166666666667,-71.05,410,9,188,Bucci et al. 2009
Ceanothus,crassifolius,Ceanothus crassifolius,NA,NA,-7.3,-1.43,-11.3,9.5,NA,NA,NA,NA,34.2666666666667,-118.15,1100,13.9,1200,Davis et al. 1999
Ceanothus,cuneatus,Ceanothus cuneatus,NA,NA,-9.5,-1.24,-12.3,13.57142857,NA,NA,NA,NA,34.0833333333333,-118.683333333333,630,14.1,766,Davis et al. 1999
Ceanothus,leucodermis,Ceanothus leucodermis,NA,NA,-4.7,-0.759,-6.41,22.22222222,NA,NA,NA,NA,34.2666666666667,-118.15,1100,13.9,1200,Davis et al. 1999
Ceanothus,megacarpus,Ceanothus megacarpus,NA,NA,-11,-5.46,-13.6,14.61538462,NA,NA,NA,NA,34.0416666666667,-118.708333333333,280,NA,403,Davis et al. 1999
Ceanothus,oliganthus,Ceanothus oliganthus,NA,NA,-6.2,-1.73,-7.82,23.45679012,NA,NA,NA,NA,34.0833333333333,-118.683333333333,630,14.1,766,Davis et al. 1999
Ceanothus,spinosus,Ceanothus spinosus,NA,NA,-7.2,-2.19,-9.01,20.99447514,NA,NA,NA,NA,34.0416666666667,-118.708333333333,280,NA,403,Davis et al. 1999
Pinus,ponderosa,Pinus ponderosa,NA,NA,NA,NA,NA,NA,2.7,0.00069,0.000255556,NA,43.5333333333333,121.683333333333,1355,6.3,645,Domec et al. 2005
Pinus,ponderosa,Pinus ponderosa,NA,NA,NA,NA,NA,NA,6.2,0.00197,0.000317742,NA,43.5333333333333,121.683333333333,1355,6.3,645,Domec et al. 2005
Pinus,ponderosa,Pinus ponderosa,NA,NA,NA,NA,NA,NA,3.2,0.00056,0.0002,NA,43.5333333333333,121.683333333333,1355,6.3,645,Domec et al. 2005
Blepharocalyx,salicifolius,Blepharocalyx salicifolius,NA,2.8,-1.4,-0.42,-2.84,26.38888889,21,NA,NA,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Domec et al. 2006a
Byrsonima,crassa,Byrsonima crassa,NA,2.3,-0.9,-0.29,-2.46,24.35897436,49,NA,NA,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Domec et al. 2006a
Kielmeyera,coriacea,Kielmeyera coriacea,NA,2.3,-0.8,-0.14,-1.76,39.58333333,32,NA,NA,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Domec et al. 2006a
Qualea,parviflora,Qualea parviflora,NA,2.2,-1,-0.26,-2.92,19.79166667,47,NA,NA,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Domec et al. 2006a
Pereskia,guamacho,Pereskia guamacho,NA,NA,-2,-0.75,-3.25,30.4,0.97,0.000671,0.000676,180,11.7833333333333,-70.1333333333333,NA,28.6,500,Edwards & Diaz 2006
Pereskia,diaz-romeroana,Pereskia diaz-romeroana,NA,NA,NA,NA,NA,NA,1.69,0.000781,0.000554,138,-18.1011111111111,-64.4555555555556,1600,19.2,482,Edwards 2006
Pereskia,guamacho,Pereskia guamacho,NA,NA,NA,NA,NA,NA,1.03,0.000591,0.000579,150.9,12.55,-70.6,NA,26.6,638,Edwards 2006
Pereskia,marcanoi,Pereskia marcanoi,NA,NA,NA,NA,NA,NA,2.06,0.001116,0.000562,248,19.15,-72.1333333333333,NA,25.3,1559,Edwards 2006
Pereskia,portulacifolia,Pereskia portulacifolia,NA,NA,NA,NA,NA,NA,2.69,0.002762,0.001082,114.4,18.7,-72.2666666666667,NA,22.7,955,Edwards 2006
Pereskia,quisqueyana,Pereskia quisqueyana,NA,NA,NA,NA,NA,NA,1.76,0.00036,0.00022,251.4,18.6166666666667,-69.4,NA,27.3,662,Edwards 2006
Pereskia,sacharosa,Pereskia sacharosa,NA,NA,NA,NA,NA,NA,2.01,0.000885,0.000465,138.1,-18.2741666666667,-64.1580555555556,1600,19.1,533,Edwards 2006
Pereskia,weberiana,Pereskia weberiana,NA,NA,NA,NA,NA,NA,1.91,0.000456,0.000196,132.9,-16.5408333333333,-67.3911111111111,1200,21.7,1433,Edwards 2006
Austrocedrus,chilensis,Austrocedrus chilensis,NA,NA,-2.19,-0.545,-3.93,21.83908046,4.34,NA,NA,NA,-40.05,-71.1666666666667,900,9,684,Gyenge et al. 2005
Austrocedrus,chilensis,Austrocedrus chilensis,NA,NA,-2.13,-0.545,-3.93,21.11111111,7.79,NA,NA,NA,-40.65,-71.0166666666667,900,8.5,400,Gyenge et al. 2005
Austrocedrus,chilensis,Austrocedrus chilensis,NA,NA,-2.07,-0.545,-3.93,20.43010753,7.2,NA,NA,NA,-41.05,-71.5333333333333,800,8.5,1500,Gyenge et al. 2005
Hymenaea,martiana,Hymenaea martiana,NA,NA,-2.8,NA,NA,NA,2.94,0.000412,0.000146,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Hymenaea,stigonocarpa,Hymenaea stigonocarpa,NA,NA,-3.17,NA,NA,NA,3.59,0.000656,0.00018,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Miconia,cuspidata,Miconia cuspidata,NA,NA,-3.4,NA,NA,NA,5.37,0.000344,0.000075,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Miconia,pohliana,Miconia pohliana,NA,NA,-3.1,NA,NA,NA,4.73,0.001092,0.00029,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Myrsine,ferruginea,Myrsine ferruginea,NA,NA,-3.08,NA,NA,NA,3.25,0.000434,0.000147,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Myrsine,guianensis,Myrsine guianensis,NA,NA,-2.12,NA,NA,NA,2,0.000384,0.000181,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Styrax,ferrugineus,Styrax ferrugineus,NA,NA,-3.35,NA,NA,NA,2.59,0.000487,0.000189,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Styrax,pohlii,Styrax pohlii,NA,NA,-2,NA,NA,NA,3.45,0.00069,0.000202,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Symplocos,lanceolata,Symplocos lanceolata,NA,NA,-1.5,NA,NA,NA,1.62,0.000417,0.000278,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Symplocos,mosenii,Symplocos mosenii,NA,NA,-1.6,NA,NA,NA,4.78,0.000856,0.000188,NA,-15.9333333333333,-47.8833333333333,1100,21,1500,Hao et al. 2008
Rhizophora,mangle,Rhizophora mangle,NA,NA,NA,NA,NA,NA,0.67,0.000142,0.00021,76.9,25.55,-80.2166666666667,0,25,1200,Hao et al. 2009
Rhizophora,mangle,Rhizophora mangle,NA,NA,NA,NA,NA,NA,0.18,0.000124,0.000657,52.6,25.55,-80.2166666666667,0,25,1200,Hao et al. 2009
